yr,tm,lst,sal
2011,Pittsburgh Penguins,Sullivan,1500000
2011,Carolina Hurricanes,Sutter,1500000
2011,Florida Panthers,Theodore,1500000
2011,Washington Capitals,Vokoun,1500000
2010,Tampa Bay Lightning,Clark,1500000
2010,Tampa Bay Lightning,Ellis,1500000
2010,Anaheim Ducks,Ellis,1500000
2010,New York Rangers,Eminger,1500000
2010,Pittsburgh Penguins,Goligoski,1500000
2010,Dallas Stars,Goligoski,1500000
2010,Dallas Stars,Grossmann,1500000
2010,Phoenix Coyotes,Hanzal,1500000
2010,Toronto Maple Leafs,Lebda,1500000
2010,Philadelphia Flyers,Leighton,1500000
2010,Montreal Canadiens,Moen,1500000
2010,Phoenix Coyotes,Stempniak,1500000
2010,Nashville Predators,Ward,1500000
2009,Colorado Avalanche,Anderson,1500000
2009,Detroit Red Wings,Bertuzzi,1500000
2009,Anaheim Ducks,Boynton,1500000
2009,Chicago Blackhawks,Boynton,1500000
2009,New York Rangers,Brashear,1500000
2009,Philadelphia Flyers,Emery,1500000
2009,San Jose Sharks,Huskins,1500000
2009,Carolina Hurricanes,Jokinen,1500000
2009,Montreal Canadiens,Laraque,1500000
2009,Carolina Hurricanes,LaRose,1500000
2009,Dallas Stars,Lehtinen,1500000
2009,Phoenix Coyotes,Michalek,1500000
2009,Montreal Canadiens,Moen,1500000
2009,Washington Capitals,Morrison,1500000
2009,Dallas Stars,Ott,1500000
2009,Dallas Stars,Robidas,1500000
2009,Buffalo Sabres,Stafford,1500000
2009,Boston Bruins,Stuart,1500000
2009,Phoenix Coyotes,Upshall,1500000
2009,Nashville Predators,Ward,1500000
2009,Detroit Red Wings,Williams,1500000
2008,Nashville Predators,Ellis,1500000
2008,Calgary Flames,Eriksson,1500000
2008,Dallas Stars,Eriksson,1500000
2008,New York Rangers,Girardi,1500000
2008,Edmonton Oilers,Grebeshkov,1500000
2008,Tampa Bay Lightning,Kolzig,1500000
2008,Montreal Canadiens,Laraque,1500000
2008,Colorado Avalanche,Leopold,1500000
2008,Calgary Flames,Leopold,1500000
2008,Columbus Blue Jackets,Malhotra,1500000
2008,Edmonton Oilers,Nilsson,1500000
2008,San Jose Sharks,Pavelski,1500000
2008,Dallas Stars,Robidas,1500000
2007,Colorado Avalanche,Clark,1500000
2007,Florida Panthers,Dvorak,1500000
2007,Calgary Flames,Eriksson,1500000
2007,Ottawa Senators,Fisher,1500000
2007,Tampa Bay Lightning,Gratton,1500000
2007,Montreal Canadiens,Higgins,1500000
2007,Calgary Flames,Joseph,1500000
2007,Montreal Canadiens,Komisarek,1500000
2007,Detroit Red Wings,Kronwall,1500000
2007,Colorado Avalanche,Leopold,1500000
2007,Vancouver Canucks,Miller,1500000
2007,Chicago Blackhawks,Perreault,1500000
2007,Dallas Stars,Robidas,1500000
2007,St. Louis Blues,Salvador,1500000
2007,New Jersey Devils,Salvador,1500000
2007,Edmonton OIlers,Sanderson,1500000
2007,Anaheim Ducks,Selanne,1500000
2007,St. Louis Blues,Stempniak,1500000
2007,Los Angeles Kings,Thornton,1500000
2007,Florida Panthers,Zednik,1500000
2006,Colorado Avalanche,Clark,1500000
2006,Vancouver Canucks,Cooke,1500000
2006,Ottawa Senators,Fisher,1500000
2006,Florida Panthers,Gratton,1500000
2006,Pittsburgh Penguins,LeClair,1500000
2006,Atlanta Thrashers,Lehtonen,1500000
2006,Edmonton Oilers,Lupul,1500000
2006,Toronto Maple Leafs,O'Neill,1500000
2006,Vancouver Canucks,Salo,1500000
2006,Philadelphia Flyers,Sanderson,1500000
2006,Pittsburgh Penguins,Thibault,1500000
2006,Los Angeles Kings,Thornton,1500000
2006,Colorado Avalanche,Turgeon,1500000
2006,Ottawa Senators,Volchenkov,1500000
2006,Carolina Hurricanes,Whitney,1500000
2005,Toronto Maple Leafs,Allison,1500000
2005,Colorado Avalanche,Brisebois,1500000
2005,Washington Capitals,Cassels,1500000
2005,Vancouver Canucks,Cooke,1500000
2005,Ottawa Senators,Fisher,1500000
2005,Montreal Canadiens,Markov,1500000
2005,Toronto Maple Leafs,O'Neill,1500000
2005,Vancouver Canucks,Salo,1500000
2005,Florida Panthers,Stumpel,1500000
2005,Pittsburgh Penguins,Thibault,1500000
2005,Colorado Avalanche,Turgeon,1500000
2005,Carolina Hurricanes,Whitney,1500000
2003,Vancouver Canucks,Arvedson,1500000
2001,Ottawa Senators,Arvedson,1500000
2000,Buffalo Sabres,Barnes,1500000
1999,Vancouver Canucks,Aucoin,1500000
1999,Buffalo Sabres,Barnes,1500000
1998,Pittsburgh Penguins,Barnes,1500000
1998,Buffalo Sabres,Barnes,1500000
2006,St. Louis Blues,Jackman,1482000
2012,Edmonton Oilers,Fistric,1475000
2009,Tampa Bay Lightning,Krajicek,1475000
2009,Philadelphia Flyers,Krajicek,1475000
2007,Chicago Blackhawks,Zyuzin,1475000
2006,Florida Panthers,Auld,1475000
2014,Anaheim Ducks,Palmieri,1450000
2012,New York Rangers,Pyatt,1450000
2010,St. Louis Blues,McClement,1450000
2010,Colorado Avalanche,McClement,1450000
2009,Detroit Red Wings,Osgood,1450000
2008,Chicago Blackhawks,Ladd,1450000
2007,Columbus Blue Jackets,Klesla,1450000
2007,Pittsburgh Penguins,Malone,1450000
2005,Detroit Red Wings,Maltby,1444000
2005,Calgary Flames,Reinprecht,1444000
2005,Phoenix Coyotes,Reinprecht,1444000
2005,Colorado Avalanche,Skrastins,1425000
2008,Detroit Red Wings,Osgood,1416667
2014,Anaheim Ducks,Beleskey,1400000
2014,Colorado Avalanche,Berra,1400000
2014,Boston Bruins,Krug,1400000
2014,Chicago Blackhawks,Kruger,1400000
2014,Vancouver Canucks,Markstrom,1400000
2014,St. Louis Blues,Paajarvi,1400000
2014,Boston Bruins,Smith,1400000
2013,Montreal Canadiens,Budaj,1400000
2013,New York Rangers,Dorsett,1400000
2013,New Jersey Devils,Fayne,1400000
2013,Washington Capitals,Fehr,1400000
2013,St. Louis Blues,Sobotka,1400000
2012,Detroit Red Wings,Abdelkader,1400000
2012,Toronto Maple Leafs,Bozak,1400000
2012,Boston Bruins,Campbell,1400000
2012,Winnipeg Jets,Clitsome,1400000
2012,San Jose Sharks,Demers,1400000
2012,New Jersey Devils,Hedberg,1400000
2012,Tampa Bay Lightning,Lindback,1400000
2012,Boston Bruins,McQuaid,1400000
2012,Dallas Stars,Nystrom,1400000
2012,New York Islanders,Reasoner,1400000
2011,New York Rangers,Fedotenko,1400000
2011,Toronto Maple Leafs,Gunnarsson,1400000
2011,Toronto Maple Leafs,Gustavsson,1400000
2011,Buffalo Sabres,McCormick,1400000
2011,Dallas Stars,Nystrom,1400000
2011,Boston Bruins,Peverley,1400000
2010,Ottawa Senators,Campoli,1400000
2010,Chicago Blackhawks,Campoli,1400000
2010,St. Louis Blues,Conklin,1400000
2010,Pittsburgh Penguins,Dupuis,1400000
2010,Buffalo Sabres,Grier,1400000
2010,Minnesota Wild,Nystrom,1400000
2010,Montreal Canadiens,O'Byrne,1400000
2010,Colorado Avalanche,O'Byrne,1400000
2010,Edmonton Oilers,Smid,1400000
2009,New York Islanders,Biron,1400000
2009,Calgary Flames,Bourque,1400000
2009,Philadelphia Flyers,Coburn,1400000
2009,St. Louis Blues,Colaiacovo,1400000
2009,Pittsburgh Penguins,Dupuis,1400000
2009,New York Rangers,Gilroy,1400000
2009,Buffalo Sabres,MacArthur,1400000
2009,Atlanta Thrashers,MacArthur,1400000
2009,New York Islanders,Martinek,1400000
2009,Toronto Maple Leafs,Mayers,1400000
2009,Calgary Flames,Mayers,1400000
2009,St. Louis Blues,McClement,1400000
2009,Toronto Maple Leafs,Primeau,1400000
2008,Philadelphia Flyers,Alberts,1400000
2008,Toronto Maple Leafs,Colaiacovo,1400000
2008,St. Louis Blues,Colaiacovo,1400000
2008,Pittsburgh Penguins,Dupuis,1400000
2008,Atlanta Thrashers,Exelby,1400000
2008,Toronto Maple Leafs,Mayers,1400000
2008,Phoenix Coyotes,Michalek,1400000
2008,Anaheim Ducks,Pahlsson,1400000
2008,Chicago Blackhawks,Pahlsson,1400000
2008,Calgary Flames,Primeau,1400000
2007,Los Angeles Kings,Armstrong,1400000
2007,Carolina Hurricanes,Grahame,1400000
2007,Calgary Flames,Huselius,1400000
2007,Chicago Blackhawks,Keith,1400000
2007,Columbus Blue Jackets,Leclaire,1400000
2007,Colorado Avalanche,Liles,1400000
2007,Anaheim Ducks,Pahlsson,1400000
2007,Montreal Canadiens,Plekanec,1400000
2007,Calgary Flames,Primeau,1400000
2007,New Jersey Devils,Rachunek,1400000
2007,New Jersey Devils,Vishnevski,1400000
2007,Carolina Hurricanes,Wesley,1400000
2006,Boston Bruins,Boyes,1400000
2006,St. Louis Blues,Boyes,1400000
2006,Carolina Hurricanes,Grahame,1400000
2006,Calgary Flames,Huselius,1400000
2006,St. Louis Blues,Legace,1400000
2006,St. Louis Blues,Salvador,1400000
2005,Minnesota Wild,White,1400000
2010,San Jose Sharks,Mitchell,1375000
2009,Washington Capitals,Jurcina,1375000
2009,Columbus Blue Jackets,Jurcina,1375000
2008,Philadelphia Flyers,Niittymaki,1375000
2008,Buffalo Sabres,Pominville,1375000
2007,Toronto Maple Leafs,Toskala,1375000
2006,San Jose Sharks,Toskala,1375000
2006,Detroit Red Wings,Maltby,1368000
2006,New Jersey Devils,Matvichuk,1368000
2006,Calgary Flames,Nilson,1368000
2006,Minnesota Wild,Walz,1368000
2005,Detroit Red Wings,Holmstrom,1368000
2005,New Jersey Devils,Matvichuk,1368000
2005,Calgary Flames,Nilson,1368000
2005,Calgary Flames,Yelle,1368000
2005,Buffalo Sabres,Grier,1364400
2007,Anaheim Ducks,Bryzgalov,1362500
2007,Phoenix Coyotes,Bryzgalov,1362500
2007,Chicago Blackhawks,Sopel,1360000
1994,Pittsburgh Penguins,Barrasso,1358360
2014,Detroit Red Wings,Miller,1350000
2013,Detroit Red Wings,Miller,1350000
2013,Anaheim Ducks,Palmieri,1350000
2012,Phoenix Coyotes,Gordon,1350000
2012,Vancouver Canucks,Hansen,1350000
2012,Nashville Predators,Klein,1350000
2012,Los Angeles Kings,Richardson,1350000
2011,Tampa Bay Lightning,Garon,1350000
2011,Nashville Predators,Klein,1350000
2011,Nashville Predators,Tootoo,1350000
2010,Nashville Predators,Klein,1350000
2010,Montreal Canadiens,Pouliot,1350000
2009,Boston Bruins,Hunwick,1350000
2009,Buffalo Sabres,Paille,1350000
2009,Boston Bruins,Paille,1350000
2008,Dallas Stars,Ott,1350000
2007,Nashville Predators,Bonk,1350000
2005,Minnesota Wild,Mitchell,1350000
2005,Dallas Stars,Mitchell,1350000
2005,Boston Bruins,Raycroft,1350000
2001,Tampa Bay Lightning,Barnaby,1350000
2001,New York Rangers,Barnaby,1350000
2005,Nashville Predators,Legwand,1349000
2008,Boston Bruins,Ference,1340000
2005,Chicago Blackhawks,Barnaby,1330000
2005,Detroit Red Wings,Fischer,1330000
2005,Phoenix Coyotes,Gauthier,1330000
2005,Philadelphia Flyers,Gauthier,1330000
2005,Buffalo Sabres,Kalinin,1330000
2005,Tampa Bay Lightning,Sarich,1330000
2005,St. Louis Blues,Weinrich,1330000
2005,Vancouver Canucks,Weinrich,1330000
2013,Los Angeles Kings,Lewis,1325000
2006,Calgary Flames,Zyuzin,1325000
2008,Columbus Blue Jackets,Peca,1315000
2007,Columbus Blue Jackets,Peca,1315000
2005,Chicago Blackhawks,Calder,1311000
2014,Ottawa Senators,Condra,1300000
2014,Philadelphia Flyers,Del Zotto,1300000
2014,Columbus Blue Jackets,Letestu,1300000
2014,Florida Panthers,MacKenzie,1300000
2014,Boston Bruins,Paille,1300000
2014,Columbus Blue Jackets,Savard,1300000
2014,San Jose Sharks,Sheppard,1300000
2014,New York Rangers,Sheppard,1300000
2014,Toronto Maple Leafs,Winnik,1300000
2014,Pittsburgh Penguins,Winnik,1300000
2013,Anaheim Ducks,Beleskey,1300000
2013,New York Rangers,Biron,1300000
2013,Chicago Blackhawks,Brookbank,1300000
2013,Florida Panthers,Clemmensen,1300000
2013,Boston Bruins,Paille,1300000
2013,New York Rangers,Pouliot,1300000
2012,New York Islanders,Bailey,1300000
2012,New York Rangers,Biron,1300000
2012,Phoenix Coyotes,LaBarbera,1300000
2012,Boston Bruins,Paille,1300000
2012,Dallas Stars,Rome,1300000
2012,St. Louis Blues,Russell,1300000
2012,St. Louis Blues,Sobotka,1300000
2011,Washington Capitals,Alzner,1300000
2011,Minnesota Wild,Brodziak,1300000
2011,Dallas Stars,Burish,1300000
2011,Calgary Flames,Butler,1300000
2011,Tampa Bay Lightning,Clark,1300000
2011,Phoenix Coyotes,Gordon,1300000
2011,Calgary Flames,Moss,1300000
2011,Winnipeg Jets,Pavelec,1300000
2011,New York Islanders,Reasoner,1300000
2011,Columbus Blue Jackets,Russell,1300000
2011,St. Louis Blues,Russell,1300000
2010,Vancouver Canucks,Alberts,1300000
2010,Montreal Canadiens,Gorges,1300000
2010,Toronto Maple Leafs,Gustavsson,1300000
2010,Calgary Flames,Moss,1300000
2010,Columbus Blue Jackets,Russell,1300000
2010,Ottawa Senators,Ruutu,1300000
2010,Anaheim Ducks,Ruutu,1300000
2010,Chicago Blackhawks,Turco,1300000
2010,Phoenix Coyotes,Yandle,1300000
2009,Anaheim Ducks,Hiller,1300000
2009,Philadelphia Flyers,Laperriere,1300000
2009,Calgary Flames,Moss,1300000
2009,Ottawa Senators,Ruutu,1300000
2008,Montreal Canadiens,Begin,1300000
2008,Dallas Stars,Begin,1300000
2008,Calgary Flames,Bourque,1300000
2008,Anaheim Ducks,Hiller,1300000
2008,Vancouver Canucks,Ouellet,1300000
2008,Ottawa Senators,Ruutu,1300000
2007,Carolina Hurricanes,Commodore,1300000
2007,Ottawa Senators,Commodore,1300000
2007,Pittsburgh Penguins,Laraque,1300000
2006,St. Louis Blues,Backman,1300000
2006,Carolina Hurricanes,Belanger,1300000
2006,Atlanta Thrashers,Belanger,1300000
2006,Vancouver Canucks,Bulis,1300000
2006,Pittsburgh Penguins,Malone,1300000
2006,Washington Capitals,Semin,1300000
2006,Nashville Predators,Vasicek,1300000
2006,Carolina Hurricanes,Vasicek,1300000
2005,Tampa Bay Lightning,Fedotenko,1300000
2005,St. Louis Blues,Salvador,1300000
2003,Buffalo Sabres,Afinogenov,1300000
2003,Boston Bruins,Axelsson,1300000
2005,Carolina Hurricanes,Kaberle,1292000
2014,Calgary Flames,Colborne,1275000
2014,Arizona Coyotes,Schlemko,1275000
2014,Dallas Stars,Schlemko,1275000
2014,Calgary Flames,Schlemko,1275000
2014,Detroit Red Wings,Smith,1275000
2013,Toronto Maple Leafs,Fraser,1275000
2013,Edmonton Oilers,Fraser,1275000
2011,Colorado Avalanche,Wilson,1275000
2009,Tampa Bay Lightning,Walker,1275000
2012,Washington Capitals,Alzner,1270000
2007,Ottawa Senators,Kelly,1262500
2005,Chicago Blackhawks,Brown,1254000
2005,Philadelphia Flyers,Stevenson,1254000
2014,Boston Bruins,Bartkowski,1250000
2014,Dallas Stars,Dillon,1250000
2014,San Jose Sharks,Dillon,1250000
2014,Buffalo Sabres,Enroth,1250000
2014,Dallas Stars,Enroth,1250000
2014,Buffalo Sabres,Kaleta,1250000
2014,Philadelphia Flyers,Schultz,1250000
2014,Colorado Avalanche,Talbot,1250000
2014,Boston Bruins,Talbot,1250000
2014,Anaheim Ducks,Vatanen,1250000
2013,San Jose Sharks,Braun,1250000
2013,Montreal Canadiens,Diaz,1250000
2013,New York Rangers,Diaz,1250000
2013,Vancouver Canucks,Diaz,1250000
2013,Buffalo Sabres,Enroth,1250000
2013,Calgary Flames,Galiardi,1250000
2013,New York Islanders,Hamonic,1250000
2013,Buffalo Sabres,Kaleta,1250000
2013,Chicago Blackhawks,Kruger,1250000
2013,Detroit Red Wings,Smith,1250000
2012,Calgary Flames,Comeau,1250000
2012,Columbus Blue Jackets,Comeau,1250000
2012,Pittsburgh Penguins,Cooke,1250000
2012,Tampa Bay Lightning,Garon,1250000
2012,Buffalo Sabres,Gerbe,1250000
2012,Colorado Avalanche,Giguere,1250000
2012,Toronto Maple Leafs,Gunnarsson,1250000
2012,Buffalo Sabres,Kaleta,1250000
2012,Colorado Avalanche,Kobasew,1250000
2012,St. Louis Blues,Langenbrunner,1250000
2012,Ottawa Senators,Latendresse,1250000
2012,Nashville Predators,Mason,1250000
2011,Dallas Stars,Fistric,1250000
2011,Buffalo Sabres,Gerbe,1250000
2011,Colorado Avalanche,Giguere,1250000
2011,New Jersey Devils,Hedberg,1250000
2011,Colorado Avalanche,Kobasew,1250000
2011,Phoenix Coyotes,LaBarbera,1250000
2011,New York Islanders,Parenteau,1250000
2011,New York Rangers,Sauer,1250000
2010,Colorado Avalanche,Budaj,1250000
2010,Detroit Red Wings,Draper,1250000
2010,Detroit Red Wings,Ericsson,1250000
2010,Washington Capitals,Erskine,1250000
2010,Anaheim Ducks,Marchant,1250000
2010,Detroit Red Wings,Modano,1250000
2010,Dallas Stars,Niskanen,1250000
2010,Pittsburgh Penguins,Niskanen,1250000
2010,Atlanta Thrashers,Peverley,1250000
2010,Boston Bruins,Peverley,1250000
2010,Phoenix Coyotes,Prucha,1250000
2010,Buffalo Sabres,Sekera,1250000
2009,Colorado Avalanche,Budaj,1250000
2009,Edmonton Oilers,Comrie,1250000
2009,Washington Capitals,Erskine,1250000
2009,Pittsburgh Penguins,Goligoski,1250000
2009,Detroit Red Wings,Lilja,1250000
2009,Los Angeles Kings,O'Donnell,1250000
2008,Tampa Bay Lightning,Gratton,1250000
2008,Columbus Blue Jackets,Gratton,1250000
2008,Los Angeles Kings,Greene,1250000
2008,Anaheim Ducks,Klee,1250000
2008,Phoenix Coyotes,Klee,1250000
2008,Detroit Red Wings,Lilja,1250000
2008,Tampa Bay Lightning,Malik,1250000
2008,Los Angeles Kings,O'Donnell,1250000
2008,Tampa Bay Lightning,Recchi,1250000
2008,Boston Bruins,Recchi,1250000
2008,Tampa Bay Lightning,Roberts,1250000
2008,Philadelphia Flyers,Upshall,1250000
2008,Phoenix Coyotes,Upshall,1250000
2007,Nashville Predators,Gelinas,1250000
2007,Philadelphia Flyers,Kapanen,1250000
2007,Atlanta Thrashers,Klee,1250000
2007,Tampa Bay Lightning,Lukowich,1250000
2007,Nashville Predators,Mason,1250000
2007,Anaheim Ducks,O'Donnell,1250000
2007,Philadelphia Flyers,Umberger,1250000
2007,Calgary Flames,Yelle,1250000
2006,Buffalo Sabres,Campbell,1250000
2006,Colorado Avalanche,Leopold,1250000
2006,Colorado Avalanche,Liles,1250000
2006,Nashville Predators,Mason,1250000
2005,Toronto Maple Leafs,Domi,1250000
2005,Toronto Maple Leafs,Khavanov,1250000
2005,Vancouver Canucks,Sedin,1250000
2005,Vancouver Canucks,Sedin,1250000
2005,Detroit Red Wings,Yzerman,1250000
2005,Minnesota Wild,Zyuzin,1250000
2007,Boston Bruins,Ference,1235000
2005,Washington Capitals,Halpern,1233100
2008,Toronto Maple Leafs,Frogren,1230000
2012,Vancouver Canucks,Alberts,1225000
2011,Vancouver Canucks,Alberts,1225000
2007,Montreal Canadiens,Begin,1225000
2007,Chicago Blackhawks,Vandermeer,1225000
2007,Philadelphia Flyers,Vandermeer,1225000
2007,Calgary Flames,Vandermeer,1225000
2007,Phoenix Coyotes,Vrbata,1225000
2006,Phoenix Coyotes,Nolan,1225000
2006,Chicago Blackhawks,Vandermeer,1225000
2006,Chicago Blackhawks,Vrbata,1225000
2005,Carolina Hurricanes,Williams,1225000
1993,Pittsburgh Penguins,Barrasso,1225000
1994,Toronto Maple Leafs,Andreychuk,1218000
2006,Los Angeles Kings,Garon,1216000
2005,St. Louis Blues,Drake,1216000
2005,Los Angeles Kings,Garon,1216000
2005,Atlanta Thrashers,Havelid,1216000
2005,Florida Panthers,Huselius,1216000
2005,Calgary Flames,Huselius,1216000
2005,Calgary Flames,Simon,1216000
2005,Ottawa Senators,Varada,1216000
2000,Ottawa Senators,Arvedson,1210000
2011,Winnipeg Jets,Miettinen,1202585
2014,Los Angeles Kings,Clifford,1200000
2014,Carolina Hurricanes,Gleason,1200000
2014,Washington Capitals,Gleason,1200000
2014,Pittsburgh Penguins,Goc,1200000
2014,St. Louis Blues,Goc,1200000
2014,Ottawa Senators,Gryba,1200000
2014,St. Louis Blues,Lapierre,1200000
2014,Pittsburgh Penguins,Lapierre,1200000
2014,Arizona Coyotes,Stone,1200000
2014,Winnipeg Jets,Thorburn,1200000
2014,Florida Panthers,Thornton,1200000
2013,Ottawa Senators,Condra,1200000
2013,Edmonton Oilers,Eager,1200000
2013,Detroit Red Wings,Eaves,1200000
2013,Nashville Predators,Eaves,1200000
2013,Columbus Blue Jackets,Letestu,1200000
2013,Minnesota Wild,Rupp,1200000
2012,Phoenix Coyotes,Boedker,1200000
2012,Chicago Blackhawks,Brookbank,1200000
2012,Montreal Canadiens,Budaj,1200000
2012,Calgary Flames,Butler,1200000
2012,Florida Panthers,Clemmensen,1200000
2012,Montreal Canadiens,Diaz,1200000
2012,Detroit Red Wings,Eaves,1200000
2012,New Jersey Devils,Fayne,1200000
2012,Toronto Maple Leafs,Franson,1200000
2012,Buffalo Sabres,McCormick,1200000
2011,Boston Bruins,Campbell,1200000
2011,Detroit Red Wings,Eaves,1200000
2011,Colorado Avalanche,McLeod,1200000
2011,Tampa Bay Lightning,Moore,1200000
2011,San Jose Sharks,Moore,1200000
2011,Phoenix Coyotes,Pyatt,1200000
2011,Anaheim Ducks,Sbisa,1200000
2011,Philadelphia Flyers,Shelley,1200000
2011,St. Louis Blues,Sobotka,1200000
2011,Phoenix Coyotes,Turris,1200000
2011,Ottawa Senators,Turris,1200000
2010,Nashville Predators,Bouillon,1200000
2010,Columbus Blue Jackets,Garon,1200000
2010,Calgary Flames,Glencross,1200000
2010,Chicago Blackhawks,Kopecky,1200000
2010,St. Louis Blues,Polak,1200000
2010,Florida Panthers,Reasoner,1200000
2010,Philadelphia Flyers,Shelley,1200000
2009,St. Louis Blues,Conklin,1200000
2009,Pittsburgh Penguins,Cooke,1200000
2009,Columbus Blue Jackets,Garon,1200000
2009,Calgary Flames,Glencross,1200000
2009,Buffalo Sabres,Grier,1200000
2009,Los Angeles Kings,Johnson,1200000
2009,Chicago Blackhawks,Kopecky,1200000
2009,Edmonton Oilers,Smid,1200000
2009,Vancouver Canucks,Wellwood,1200000
2008,Atlanta Thrashers,Armstrong,1200000
2008,Washington Capitals,Brashear,1200000
2008,Philadelphia Flyers,Coburn,1200000
2008,Pittsburgh Penguins,Cooke,1200000
2008,Philadelphia Flyers,Eminger,1200000
2008,Tampa Bay Lightning,Eminger,1200000
2008,Florida Panthers,Eminger,1200000
2008,Calgary Flames,Glencross,1200000
2008,New York Islanders,Martinek,1200000
2008,Ottawa Senators,Neil,1200000
2008,Florida Panthers,Peltonen,1200000
2008,Detroit Red Wings,Samuelsson,1200000
2008,Carolina Hurricanes,Seidenberg,1200000
2008,New York Rangers,Voros,1200000
2007,Pittsburgh Penguins,Armstrong,1200000
2007,Atlanta Thrashers,Armstrong,1200000
2007,New York Islanders,Bates,1200000
2007,Edmonton Oilers,Garon,1200000
2007,Boston Bruins,Kobasew,1200000
2007,Columbus Blue Jackets,Malhotra,1200000
2007,St. Louis Blues,Mayers,1200000
2007,Phoenix Coyotes,Michalek,1200000
2007,Los Angeles Kings,Modry,1200000
2007,Philadelphia Flyers,Modry,1200000
2007,Minnesota Wild,Nummelin,1200000
2007,Tampa Bay Lightning,Ouellet,1200000
2007,Detroit Red Wings,Samuelsson,1200000
